"carat","cut","color","clarity","depth","table","price","x","y","z"
0.41,"Premium","E","VS1",60.6,59,1079,4.77,4.8,2.9
0.9,"Ideal","G","SI2",62.4,57,2968,6.16,6.13,3.84
0.38,"Ideal","D","VVS1",61.3,56,1400,4.65,4.71,2.87
0.45,"Ideal","I","VS1",61.6,54,825,4.95,4.99,3.06
1.11,"Ideal","F","VS2",61.6,57,7740,6.65,6.67,4.1
1.01,"Ideal","H","VS2",62.7,56,5166,6.35,6.4,4
0.9,"Very Good","G","SI1",63.6,57,3649,6.09,6.12,3.88
1.53,"Ideal","H","VVS2",61.9,57,12848,7.39,7.35,4.56
0.51,"Ideal","G","VVS1",60.5,59,1893,5.16,5.19,3.13
1.04,"Premium","E","SI2",61.6,59,4164,6.55,6.57,4.04
0.4,"Very Good","D","SI1",63.1,61,924,4.71,4.67,2.96
0.46,"Very Good","E","VS2",58.9,59.4,1345,5.05,5.1,2.99
0.52,"Ideal","E","VVS2",60.9,56,2220,5.21,5.24,3.18
0.3,"Ideal","D","SI1",61.6,57,552,4.28,4.32,2.65
1.01,"Premium","I","SI1",62.9,58,4242,6.37,6.34,4
0.31,"Ideal","G","VS2",60.8,56,562,4.38,4.4,2.67
0.41,"Ideal","G","VS2",62.1,57,827,4.72,4.78,2.95
0.41,"Ideal","E","VVS1",61.3,56,1367,4.79,4.81,2.94
0.34,"Premium","G","VS1",62.2,55,821,4.52,4.48,2.8
0.42,"Very Good","H","SI1",63.2,58,898,4.79,4.77,3.02
1.01,"Premium","H","SI1",61.8,59,5204,6.38,6.33,3.93
1.1,"Very Good","H","SI1",61.6,56,4827,6.61,6.66,4.09
0.3,"Very Good","H","VVS2",61,61,605,4.3,4.32,2.63
0.51,"Ideal","E","VS2",61.7,53,1709,5.2,5.18,3.2
0.75,"Ideal","I","VS1",61.9,54.1,2564,5.82,5.85,3.61
1.22,"Premium","H","SI1",60.6,60,6387,6.92,6.85,4.17
0.31,"Ideal","I","VS2",62.1,53.7,447,4.37,4.4,2.72
0.32,"Ideal","E","VVS1",62.5,56,814,4.38,4.42,2.75
0.41,"Very Good","E","SI1",60.5,63,705,4.77,4.81,2.9
0.72,"Good","F","VS2",61.1,60,2705,5.72,5.76,3.51
1.29,"Premium","I","SI1",62.2,58,6140,7.03,6.96,4.35
0.41,"Good","D","SI1",63.8,56,738,4.68,4.72,3
0.9,"Ideal","D","SI1",61.9,55,4435,6.22,6.18,3.84
0.4,"Very Good","G","VS1",62.9,54.8,861,4.71,4.76,2.98
1.31,"Ideal","G","VS2",61.9,56,8922,7.05,7.08,4.37
0.34,"Ideal","D","SI1",61.2,57,626,4.48,4.51,2.75
0.6,"Very Good","E","SI1",63.2,56,1836,5.38,5.32,3.38
0.4,"Ideal","F","VVS2",61.1,57,1039,4.8,4.73,2.91
1.04,"Premium","H","SI1",59.5,58,4890,6.58,6.67,3.94
0.92,"Very Good","F","SI1",62.9,56,4037,6.2,6.24,3.91
0.73,"Ideal","E","SI1",61.4,56,2886,5.79,5.81,3.56
0.3,"Premium","D","VS2",61.7,59,710,4.25,4.28,2.63
0.75,"Good","G","SI2",63.6,58,1819,5.75,5.7,3.64
0.5,"Good","G","SI2",63.8,57,1107,5.02,4.98,3.19
0.31,"Ideal","D","VVS2",61.9,56,779,4.32,4.37,2.69
1.3,"Premium","G","VVS2",60.2,58,10763,7.17,7.08,4.29
0.72,"Premium","H","VS2",61.6,57,2418,5.84,5.78,3.58
0.34,"Ideal","G","IF",61.3,56,974,4.52,4.55,2.78
0.91,"Very Good","G","SI1",63.1,63,3445,6.16,6.11,3.87
0.3,"Premium","D","VS1",61.6,57,979,4.33,4.3,2.66
0.93,"Very Good","I","VS1",62.5,58,3562,6.2,6.25,3.89
1.21,"Premium","E","SI2",61,58,4933,6.93,6.88,4.21
0.41,"Premium","F","VS1",61.2,57,1076,4.8,4.77,2.93
1.35,"Ideal","J","SI1",61,55,4423,7.17,7.09,4.35
0.38,"Good","H","VS1",64.4,57,721,4.54,4.59,2.94
0.41,"Premium","D","SI2",62.4,60,683,4.71,4.77,2.96
0.38,"Very Good","H","VS1",61.3,54,705,4.68,4.7,2.88
0.38,"Good","E","VVS1",62.4,64,975,4.61,4.59,2.87
0.72,"Premium","F","VVS1",62.8,58,3689,5.75,5.68,3.59
0.5,"Premium","F","VS2",61.3,60,1654,5.13,5.08,3.13
0.45,"Premium","F","VS1",62.1,59,1229,4.85,4.81,3
2.03,"Premium","H","SI2",61.6,58,15930,8.09,8.17,5.01
0.64,"Ideal","E","VVS2",62.1,53,3157,5.51,5.54,3.43
1.53,"Ideal","G","SI2",62.3,56,9468,7.39,7.34,4.59
0.5,"Ideal","E","SI1",60.8,57,1410,5.09,5.14,3.11
1.51,"Ideal","H","SI1",62.4,57,9569,7.3,7.34,4.57
0.9,"Very Good","I","VS1",62.6,58,3844,6.09,6.15,3.83
0.39,"Very Good","G","SI1",58.9,61,703,4.74,4.76,2.8
0.41,"Premium","E","VS1",60.4,58,1153,4.82,4.78,2.9
0.38,"Ideal","F","VS1",62,54,865,4.65,4.68,2.89
0.38,"Premium","D","VS2",58.8,61,1117,4.77,4.72,2.79
1.63,"Ideal","H","SI1",61.9,57,11078,7.59,7.53,4.68
0.7,"Fair","D","VS2",65.2,59,2560,5.58,5.55,3.63
1.03,"Ideal","G","SI1",60.5,55,5445,6.59,6.54,3.97
0.34,"Premium","E","VVS1",61.7,58,1084,4.48,4.43,2.75
1,"Good","E","VS2",64,58,5376,6.24,6.2,3.99
0.7,"Very Good","I","SI2",60.9,59,1603,5.7,5.76,3.49
0.5,"Ideal","H","IF",61.8,56,2352,5.1,5.13,3.16
0.36,"Fair","F","VS1",55.3,67,810,4.79,4.72,2.63
0.3,"Ideal","E","VVS1",62.4,55,826,4.32,4.34,2.7
0.58,"Very Good","I","VS2",61.7,54.1,1408,5.37,5.4,3.32
0.32,"Ideal","I","VS1",62.3,57,505,4.37,4.42,2.74
0.71,"Premium","H","VS1",59.1,61,2572,5.87,5.83,3.46
0.91,"Very Good","E","SI2",63,56,3772,6.12,6.16,3.87
0.96,"Premium","I","VS2",60.6,60,3808,6.47,6.4,3.9
0.7,"Ideal","G","VS1",61.9,57,2724,5.7,5.68,3.52
0.51,"Ideal","F","VS1",61.7,54,1836,5.17,5.14,3.18
0.31,"Ideal","G","VS2",62.2,53,562,4.37,4.38,2.72
1.55,"Ideal","D","VS2",62.5,55,17441,7.38,7.43,4.63
0.7,"Premium","I","SI1",61.8,62,1914,5.69,5.64,3.5
0.32,"Ideal","G","VS1",61.2,56,828,4.45,4.41,2.71
1.04,"Very Good","I","SI1",64.1,57,4190,6.35,6.38,4.08
0.33,"Very Good","E","VS2",62.8,56,627,4.4,4.42,2.77
0.73,"Premium","F","VS1",61.9,56,2961,5.81,5.76,3.58
0.7,"Good","F","SI2",62.2,59,2062,5.62,5.64,3.5
0.53,"Ideal","E","VS2",61.5,56,1801,5.23,5.18,3.2
0.42,"Ideal","G","VS2",61.2,56,847,4.8,4.84,2.95
1,"Very Good","H","SI2",64.1,54,3991,6.3,6.33,4.05
1.05,"Premium","D","SI1",61.6,61,5351,6.55,6.5,4.02
1.51,"Premium","J","SI1",59.4,59,6851,7.45,7.54,4.45
0.49,"Premium","E","VS2",58.8,59,1351,5.2,5.14,3.04
0.5,"Ideal","E","VS2",61.4,55,1614,5.12,5.14,3.15
0.52,"Ideal","D","VS2",61.9,55,1802,5.19,5.21,3.22
1.51,"Very Good","J","VS1",61.4,57,8057,7.3,7.38,4.51
0.35,"Ideal","D","VS2",61.8,55,1063,4.56,4.53,2.81
0.32,"Premium","D","SI1",62.2,60,706,4.37,4.34,2.71
2,"Premium","H","SI1",59.8,60,13986,8.04,8.01,4.8
1.01,"Very Good","I","I1",63.1,57,2896,6.39,6.35,4.02
0.51,"Premium","H","SI1",61.6,56,1250,5.19,5.14,3.18
0.43,"Ideal","I","VVS1",61.6,54,848,4.88,4.92,3.02
0.56,"Ideal","F","VS2",61.3,54,1814,5.37,5.34,3.28
2.17,"Ideal","I","SI1",60.4,56,17381,8.43,8.36,5.07
0.7,"Good","I","SI2",63.4,59,1699,5.66,5.57,3.56
0.71,"Fair","G","VS1",65.5,55,2686,5.62,5.53,3.65
0.4,"Premium","F","VS1",62.6,58,982,4.68,4.72,2.94
0.34,"Premium","F","SI2",63,58,574,4.47,4.45,2.81
0.34,"Ideal","E","VVS1",62.2,56,1014,4.44,4.46,2.77
1.01,"Premium","H","SI1",61.9,59,4191,6.35,6.32,3.92
0.31,"Ideal","E","VVS1",60.2,61,865,4.4,4.43,2.66
2.01,"Ideal","G","SI1",61.6,57,12829,8.08,8,4.95
0.42,"Ideal","D","SI1",62.3,57,810,4.77,4.8,2.98
0.4,"Good","E","SI1",63.3,56,687,4.68,4.74,2.98
0.42,"Ideal","I","SI1",62.3,54,654,4.82,4.84,3.01
0.91,"Very Good","H","SI1",63.4,59,3710,6.12,6.09,3.87
0.56,"Premium","D","VS2",61.5,58,1910,5.28,5.33,3.26
0.38,"Premium","G","VS1",61.9,58,833,4.62,4.66,2.87
0.6,"Ideal","G","VVS2",61.2,56,2190,5.43,5.45,3.33
1.02,"Very Good","J","SI2",63.1,58,3359,6.38,6.34,4.01
0.28,"Premium","E","VVS1",61.3,60,646,4.18,4.21,2.57
0.31,"Ideal","E","VS2",61.7,55,872,4.36,4.33,2.68
1.5,"Premium","D","VS2",61.8,60,15240,7.37,7.3,4.53
1.22,"Ideal","H","VS1",61.9,54,8411,6.88,6.9,4.26
0.39,"Premium","E","VVS2",59.5,58,1126,4.77,4.74,2.83
1.64,"Premium","E","SI1",59.5,58,14236,7.72,7.64,4.57
0.77,"Very Good","G","VS2",61.3,60,2896,5.81,5.91,3.59
1.06,"Ideal","E","SI1",61.6,56,5798,6.55,6.59,4.05
0.73,"Premium","H","VS1",61.7,58,2468,5.75,5.72,3.54
0.31,"Ideal","E","VS1",61.9,56,734,4.32,4.34,2.68
1,"Fair","H","VS1",65.4,61,4368,6.22,6.17,4.05
0.31,"Ideal","G","VVS2",61.9,55,707,4.33,4.36,2.69
1.01,"Premium","F","VVS2",60.4,59,9231,6.49,6.45,3.91
0.53,"Very Good","D","SI1",60,59.8,1724,5.25,5.26,3.15
1.4,"Very Good","I","VS1",61.6,59,7584,7.17,7.22,4.43
1.13,"Ideal","G","VS2",61.6,57,7159,6.68,6.7,4.12
0.32,"Premium","H","VS1",61.7,58,561,4.38,4.44,2.72
0.53,"Good","E","VS1",63.2,56,1776,5.14,5.18,3.26
0.46,"Ideal","H","SI1",61.2,56,1039,4.99,5.04,3.07
0.71,"Very Good","E","VS1",61.8,56,3059,5.74,5.78,3.56
0.32,"Ideal","D","VS2",62.4,57,758,4.34,4.38,2.72
0.25,"Very Good","F","VVS2",60.1,57,633,4.1,4.13,2.47
0.32,"Ideal","E","VS2",60.8,55,900,4.49,4.42,2.71
0.9,"Very Good","D","SI1",61.7,60,4466,6.14,6.17,3.8
1,"Premium","G","SI1",60,62,4189,6.48,6.45,3.88
1.03,"Ideal","G","SI2",62.8,54,4557,6.51,6.46,4.07
1.11,"Good","E","VS2",58.5,58,7480,6.77,6.84,3.98
1.64,"Premium","G","VS2",62.4,58,14201,7.49,7.52,4.68
0.71,"Good","H","SI1",63.4,54,2056,5.6,5.67,3.57
0.7,"Ideal","F","VVS2",61.9,54.8,3741,5.68,5.72,3.53
1.01,"Premium","G","VS2",59.2,59,6108,6.59,6.52,3.88
0.76,"Ideal","G","SI2",62.1,59,2389,5.81,5.84,3.62
0.3,"Premium","H","VVS1",62.3,58,878,4.32,4.29,2.68
0.31,"Ideal","G","VS1",60.6,58,587,4.39,4.42,2.67
0.41,"Very Good","F","VS2",62.6,58,863,4.75,4.81,2.99
0.9,"Very Good","E","SI2",61.1,58,3902,6.12,6.26,3.78
0.42,"Premium","D","SI1",61.9,59,1040,4.81,4.76,2.96
1.59,"Ideal","H","VS1",61.8,56,14031,7.49,7.53,4.64
0.32,"Premium","E","SI1",60.2,60,720,4.44,4.39,2.66
0.5,"Ideal","D","SI1",62,54,1404,5.09,5.13,3.17
1,"Very Good","F","VVS2",61.1,55,8227,6.49,6.51,3.97
0.31,"Premium","G","VVS2",60.5,58,907,4.43,4.39,2.67
0.31,"Ideal","G","IF",61.6,55,924,4.34,4.39,2.69
0.36,"Ideal","F","VS2",62,55,932,4.58,4.55,2.83
0.72,"Good","E","SI1",63.9,58,2305,5.72,5.64,3.63
0.51,"Very Good","G","SI1",60.3,61,1220,5.12,5.19,3.11
1.07,"Very Good","F","VVS1",60.2,58,9808,6.57,6.65,3.98
1.27,"Very Good","J","SI1",63.2,55,5669,6.89,6.87,4.35
0.97,"Fair","F","SI1",56.4,66,4063,6.59,6.54,3.7
0.7,"Very Good","G","VS1",59.3,62,2473,5.74,5.8,3.42
0.38,"Ideal","D","VS2",60.8,57,787,4.66,4.68,2.84
0.34,"Ideal","G","VVS2",62,56,735,4.46,4.48,2.77
1.02,"Very Good","F","SI2",60.3,59,4241,6.5,6.53,3.93
0.7,"Ideal","G","VS2",62.7,54,3172,5.65,5.7,3.65
0.98,"Fair","G","I1",68,63,1749,6.13,6.02,4.13
0.71,"Ideal","D","SI1",60.9,57,3262,5.75,5.79,3.51
0.4,"Premium","D","SI1",60.9,60,689,4.74,4.78,2.9
1.14,"Ideal","J","VS1",61.6,56,5339,6.71,6.73,4.14
1.63,"Ideal","H","SI1",61.8,57,12910,7.5,7.54,4.64
0.26,"Ideal","G","SI1",62,55,394,4.08,4.11,2.54
1.09,"Ideal","H","SI1",61.9,56,4784,6.61,6.64,4.1
0.93,"Ideal","E","SI1",62,56,4179,6.25,6.29,3.89
0.56,"Premium","E","VVS2",59.2,56,2496,5.49,5.39,3.22
1.5,"Premium","G","SI1",62.6,55,9265,7.31,7.27,4.56
0.25,"Ideal","G","SI1",62.3,57,407,4.03,4.09,2.53
0.51,"Ideal","F","VVS2",61.9,56,1998,5.13,5.15,3.18
2.03,"Ideal","G","SI1",60,55.8,18757,8.17,8.3,4.95
1.08,"Very Good","I","SI1",62.2,57,4933,6.57,6.54,4.08
1,"Premium","D","SI1",62.3,60,4469,6.23,6.19,3.87
1.54,"Premium","I","VS2",59.8,59,9659,7.61,7.53,4.53
1.19,"Ideal","D","VVS2",62,57,12795,6.76,6.86,4.22
0.73,"Ideal","F","VS1",62.9,56,3135,5.71,5.77,3.61
0.4,"Ideal","I","VS2",61.8,56,639,4.73,4.79,2.94
0.73,"Ideal","F","SI1",61.7,55,3249,5.79,5.82,3.58
0.32,"Premium","I","SI1",62.7,58,432,4.34,4.37,2.73
0.31,"Ideal","G","IF",61.3,57,891,4.39,4.42,2.7
1.05,"Ideal","G","VS2",60.8,57,6604,6.65,6.58,4.02
0.26,"Very Good","F","VS2",62.9,59,453,4.04,4.07,2.55
1.35,"Premium","E","SI2",61.5,58,5758,7.11,7.06,4.36
0.74,"Premium","E","SI2",59.1,60,2553,5.98,5.94,3.52
1.13,"Premium","H","VS2",62.4,58,5779,6.61,6.66,4.14
0.71,"Very Good","J","VS1",63.3,57,2062,5.59,5.69,3.57
0.9,"Good","G","I1",63.6,61,2344,6.07,6.03,3.85
1.1,"Premium","D","SI2",62.4,58,4725,6.6,6.57,4.11
0.24,"Very Good","E","VVS2",57.7,61,478,4.12,4.13,2.38
1.06,"Premium","D","SI1",59.4,57,5817,6.72,6.65,3.97
0.54,"Ideal","F","VVS2",61,54,2231,5.28,5.3,3.23
0.7,"Premium","H","SI2",58.8,59,2159,5.92,5.84,3.44
1.07,"Ideal","I","SI1",61.7,56.1,5002,6.57,6.59,4.06
0.7,"Very Good","G","VS1",61,57,2591,5.69,5.72,3.48
0.33,"Ideal","H","IF",61.8,55.2,806,4.44,4.47,2.76
1.01,"Very Good","F","SI1",62.1,57,4969,6.41,6.48,4
0.32,"Very Good","I","VVS1",63,58,589,4.32,4.38,2.74
0.39,"Premium","E","VS2",62.5,60,889,4.64,4.67,2.91
0.9,"Good","I","IF",63.7,64,3734,6.02,6.07,3.85
0.31,"Ideal","G","SI1",62.2,55,593,4.38,4.36,2.72
0.7,"Ideal","G","SI1",61.3,56,2480,5.73,5.78,3.53
1.95,"Very Good","H","VS2",61.7,55,17374,8,8.05,4.95
2.02,"Good","I","SI2",61,62,12927,8.1,8.14,4.95
1.22,"Very Good","G","VVS2",59.3,58,9706,6.97,6.99,4.14
0.43,"Ideal","D","VS2",60.7,57,1129,4.91,4.88,2.97
1.21,"Very Good","G","SI2",58.9,61,4887,6.91,6.98,4.09
1.07,"Ideal","G","SI1",61.9,55,5347,6.57,6.62,4.08
1.56,"Ideal","G","VS1",61.3,56,16052,7.48,7.44,4.57
0.3,"Ideal","G","IF",62.1,55,863,4.32,4.34,2.69
0.32,"Ideal","F","VVS1",61.7,56,926,4.4,4.42,2.72
0.41,"Premium","F","SI1",61,60,969,4.81,4.77,2.92
0.95,"Good","I","SI2",63.8,57,2905,6.23,6.13,3.94
0.84,"Ideal","D","SI2",61.8,56,3246,6.04,6.06,3.74
2,"Very Good","J","VS1",61,51.6,13203,8.14,8.18,4.97
0.31,"Premium","E","SI1",59.2,60,698,4.42,4.36,2.6
0.59,"Very Good","D","VVS1",61.8,57,3234,5.37,5.41,3.33
0.9,"Premium","H","SI1",62.8,62,3387,6.09,6.05,3.81
0.31,"Ideal","F","SI1",62.3,56,516,4.32,4.35,2.7
1.53,"Ideal","H","SI2",61.2,56,9562,7.46,7.43,4.56
0.54,"Very Good","F","VVS2",63.2,54,2115,5.2,5.18,3.28
0.3,"Very Good","E","VVS2",61.1,62,622,4.28,4.33,2.63
1,"Very Good","I","SI1",63,58,4125,6.3,6.33,3.98
0.71,"Ideal","I","VS1",61.6,54.7,2397,5.71,5.85,3.54
0.9,"Premium","E","SI2",61.6,59,3856,6.26,6.18,3.83
1.33,"Ideal","I","VS2",62.6,55,7325,7.01,7.05,4.4
0.9,"Ideal","F","SI2",62.4,57,3881,6.23,6.15,3.86
1.2,"Premium","E","VVS2",62.1,58,11301,6.76,6.7,4.18
0.72,"Very Good","F","VS1",62.2,58,2804,5.75,5.7,3.56
0.34,"Ideal","G","VS2",61.9,55,765,4.53,4.49,2.79
1.36,"Very Good","F","VS1",62.7,60,11946,7.05,7.02,4.41
1.53,"Premium","H","VS1",59.4,59,11127,7.58,7.51,4.48
1.03,"Premium","D","SI2",60.6,60,5076,6.52,6.46,3.93
0.3,"Ideal","F","IF",61.4,56,886,4.32,4.34,2.66
0.33,"Ideal","I","VVS2",62.4,56,579,4.41,4.43,2.76
2.06,"Good","H","I1",64.3,58,6091,8.03,7.99,5.15
1.01,"Fair","F","VS2",65.5,62,5501,6.19,6.23,4.07
1.31,"Ideal","H","SI2",62.2,57,6602,7,6.96,4.34
2.54,"Very Good","H","SI2",63.5,56,16353,8.68,8.65,5.5
0.66,"Good","F","SI1",60.4,60.1,2017,5.59,5.65,3.39
0.81,"Premium","E","VS2",61.5,58,3674,5.99,5.94,3.97
1.05,"Very Good","H","SI1",60.5,58,5406,6.55,6.6,3.98
1.51,"Very Good","H","SI1",63.5,55,8541,7.31,7.22,4.61
1.2,"Good","H","SI1",64.2,60,6182,6.68,6.62,4.27
1.02,"Good","D","SI2",58.9,65,3842,6.59,6.54,3.87
2.05,"Premium","J","VS1",60.1,58,15067,8.25,8.19,4.94
0.33,"Ideal","F","VS2",61.1,56,804,4.47,4.5,2.74
0.34,"Ideal","G","VS2",61.5,57,765,4.51,4.47,2.76
0.71,"Ideal","I","SI1",62.2,55,2376,5.7,5.75,3.56
0.9,"Very Good","E","SI2",63.7,56,3482,6.08,6.13,3.89
0.5,"Very Good","F","VVS2",61.8,56,2052,5.11,5.15,3.17
0.51,"Ideal","D","VS2",60.5,56,1644,5.2,5.21,3.15
1.18,"Premium","G","VVS2",61.6,58,9137,6.77,6.8,4.18
0.41,"Ideal","E","VS1",61.4,57,1079,4.79,4.82,2.95
0.28,"Ideal","H","VS1",62.2,54,476,4.18,4.21,2.61
0.9,"Very Good","F","SI2",61.6,58,3519,6.15,6.23,3.81
0.7,"Fair","H","VS1",59.6,66,2395,5.8,5.74,3.44
0.72,"Ideal","J","VS1",62.7,57,2006,5.71,5.74,3.59
0.53,"Ideal","G","SI1",62.1,53,1166,5.22,5.27,3.26
2.32,"Premium","I","SI2",62.1,58,10913,8.47,8.43,5.25
0.32,"Ideal","G","SI2",62.5,57,421,4.35,4.38,2.73
1.2,"Very Good","G","VS2",62.4,59,7273,6.68,6.74,4.19
0.74,"Good","F","SI2",62.6,65,2685,5.66,5.69,3.55
1.24,"Premium","G","SI2",60,60,3896,6.94,6.88,4.15
0.5,"Ideal","F","VS1",62.5,52.4,1679,5.07,5.11,3.18
1.15,"Ideal","F","VVS2",62.1,55,8903,6.74,6.69,4.17
0.31,"Ideal","H","SI1",61,56,530,4.38,4.41,2.68
0.57,"Ideal","F","VVS1",61.9,54.8,2339,5.3,5.36,3.3
1.07,"Premium","D","VS2",60.9,59,7954,6.63,6.58,4.02
0.44,"Ideal","G","VVS1",62.3,56,1202,4.85,4.87,3.03
0.9,"Very Good","H","SI2",61.5,59,3208,6.15,6.2,3.8
0.3,"Ideal","E","VS2",61.8,56,844,4.33,4.31,2.67
0.3,"Ideal","G","VS2",60.8,57,630,4.38,4.33,2.65
0.91,"Ideal","I","SI2",61.6,57,3034,6.23,6.24,3.84
1,"Good","H","SI1",56.8,65,4138,6.61,6.49,3.72
1.2,"Ideal","D","SI1",62.7,55,7761,6.71,6.79,4.23
0.4,"Very Good","J","VS2",62.5,60,596,4.67,4.71,2.93
0.32,"Premium","D","SI1",60.4,58,589,4.44,4.47,2.69
0.31,"Premium","F","SI1",60.5,60,663,4.39,4.37,2.65
1,"Premium","E","VVS2",61.6,59,8888,6.42,6.46,3.97
0.8,"Ideal","D","SI2",61.9,54,3682,5.98,5.96,3.7
1.25,"Ideal","I","SI2",63.3,56,5292,6.87,6.83,4.34
1.09,"Ideal","G","VS1",60.3,57,8305,6.68,6.73,4.04
1.29,"Very Good","G","VS1",62.3,58,9105,6.98,7.01,4.36
1.04,"Very Good","G","SI2",62.9,58,4200,6.43,6.47,4.06
0.38,"Ideal","D","VS2",61.5,56,954,4.66,4.7,2.88
0.54,"Ideal","G","VS1",62.1,55.1,1745,5.2,5.23,3.23
0.56,"Ideal","F","VS1",61.9,55,2016,5.36,5.32,3.3
1.03,"Very Good","F","VS1",60.2,55,6733,6.62,6.56,3.97
1.05,"Premium","D","SI1",60.5,56,5927,6.7,6.59,4
0.5,"Ideal","E","SI1",62.2,57,1410,5.06,5.1,3.16
2.01,"Good","H","SI1",63.9,59,15467,7.81,7.91,5.02
0.51,"Ideal","D","VS2",61.8,55,1787,5.1,5.16,3.17
1.6,"Premium","H","SI2",59.4,59,8184,7.55,7.6,4.5
1.01,"Ideal","E","SI1",62.2,57,5973,6.41,6.35,3.97
1.01,"Very Good","H","SI1",62.7,59,4242,6.27,6.33,3.95
0.3,"Very Good","E","VS2",62.4,57,658,4.24,4.26,2.65
0.6,"Ideal","D","VVS1",62.3,55,3850,5.38,5.4,3.36
0.79,"Premium","H","SI1",60.1,60,2498,6.04,5.98,3.61
1.11,"Ideal","H","SI1",62.5,56,5395,6.65,6.63,4.15
0.44,"Ideal","D","VS1",61.1,56,1235,4.91,4.95,3.01
0.7,"Very Good","I","SI2",63.5,56,1801,5.63,5.59,3.56
1.57,"Ideal","I","VS1",62.3,57,10209,7.44,7.48,4.65
1.5,"Premium","J","SI2",62.6,56,5268,7.24,7.11,4.51
0.76,"Ideal","F","SI1",62.7,57,2607,5.82,5.85,3.66
0.41,"Premium","E","SI2",60.6,60,771,4.83,4.8,2.92
1.59,"Very Good","G","SI1",59.5,61,10963,7.57,7.65,4.53
0.57,"Ideal","G","VS1",62.2,54,1837,5.31,5.33,3.31
1.08,"Ideal","I","SI1",62.6,53.9,5049,6.51,6.56,4.09
0.41,"Ideal","E","VVS2",62.3,56,1187,4.75,4.78,2.97
1.04,"Ideal","H","SI1",59.7,60,4812,6.61,6.59,3.94
0.31,"Premium","G","VS2",61.5,60,544,4.31,4.34,2.66
0.31,"Good","D","SI1",63.1,57,571,4.3,4.32,2.72
1.69,"Premium","I","I1",62.4,60,6436,7.59,7.56,4.73
0.71,"Ideal","H","VVS1",62,57,2739,5.71,5.75,3.55
0.56,"Ideal","D","VS2",61,57,1963,5.28,5.35,3.24
0.53,"Ideal","G","SI1",61,55,1439,5.23,5.26,3.2
1.5,"Very Good","H","SI1",62.4,58,9237,7.29,7.26,4.54
1.64,"Very Good","J","SI2",62,59,7750,7.47,7.52,4.65
1.01,"Ideal","G","SI2",61.6,54,4560,6.4,6.45,3.96
1.37,"Very Good","E","SI2",62.5,59,7365,6.98,7.04,4.38
1.8,"Ideal","D","SI2",62.9,54,7862,7.77,7.74,4.88
0.51,"Good","D","VS2",63.7,57,1549,5,5.05,3.2
1.7,"Premium","I","VS2",60.5,61,11369,7.68,7.65,4.64
0.3,"Premium","D","VS2",62.6,61,911,4.25,4.22,2.65
1.2,"Very Good","F","SI2",63.2,58,4502,6.78,6.74,4.27
2.8,"Premium","I","SI2",61.1,59,15030,9.03,8.98,5.5
0.9,"Very Good","G","SI1",63,57,3681,6.13,6.19,3.88
0.31,"Premium","D","SI1",61.2,60,732,4.41,4.35,2.68
1.52,"Very Good","E","VS1",62.4,55,16485,7.33,7.41,4.6
1.02,"Very Good","F","VS1",61.9,59,7257,6.38,6.44,3.97
0.72,"Ideal","D","SI1",61.9,55,2954,5.75,5.78,3.57
2.02,"Ideal","F","SI2",61.3,57,16290,8.11,8.16,4.99
0.35,"Ideal","I","IF",62.5,55,945,4.54,4.52,2.83
1.54,"Premium","D","SI2",59.9,62,9821,7.51,7.44,4.48
0.55,"Ideal","I","IF",60.1,56,2098,5.33,5.38,3.22
0.53,"Ideal","E","SI1",61.8,56,1607,5.21,5.17,3.21
1.53,"Very Good","G","VVS2",62.5,57,15466,7.33,7.38,4.6
0.54,"Premium","D","VVS2",62,59,2505,5.17,5.22,3.22
0.7,"Good","F","SI1",58.7,61,2264,5.77,5.81,3.4
0.73,"Ideal","D","VS2",61.6,56,4134,5.76,5.8,3.56
1.31,"Ideal","F","SI1",61.6,55,9331,7.04,7.09,4.35
1.27,"Very Good","F","VS2",60.7,61,8928,6.97,7.01,4.24
0.23,"Very Good","F","VVS2",58.1,63,600,4.08,4.04,2.36
1,"Very Good","F","VS2",61.6,56,6013,6.42,6.47,3.97
1,"Very Good","F","SI1",62.8,59,4851,6.32,6.36,3.98
0.72,"Good","D","SI1",63.1,55,2757,5.69,5.75,3.61
1.13,"Very Good","H","VS2",61.4,61,5548,6.67,6.71,4.11
0.3,"Premium","H","VS2",62.2,59,473,4.28,4.31,2.67
0.52,"Premium","G","SI2",58.4,62,1076,5.33,5.28,3.1
0.54,"Ideal","H","VS1",61.6,59,1630,5.22,5.24,3.22
0.51,"Ideal","E","VS1",61.8,56,1851,5.17,5.19,3.2
0.55,"Ideal","I","VVS1",62.7,57,1593,5.17,5.23,3.26
1.86,"Premium","G","SI2",62.8,58,13420,7.83,7.75,4.89
1.36,"Ideal","D","VS2",62.1,55,11793,7.18,7.13,4.44
0.41,"Fair","D","VVS2",64.5,57,1089,4.68,4.65,3.01
1,"Good","E","VS1",60,65,7190,6.48,6.43,3.87
0.3,"Ideal","E","VS2",61.5,56,658,4.29,4.33,2.65
0.9,"Good","F","SI2",61.3,59,3621,6.12,6.15,3.76
1.01,"Premium","F","VS2",59.9,61,6097,6.5,6.46,3.88
1.09,"Ideal","G","VVS2",61.2,57,8295,6.62,6.66,4.06
1.2,"Very Good","F","VS1",58.7,59,9574,6.89,7.07,4.1
