"carat","cut","color","clarity","depth","table","price","x","y","z"
0.33,"Ideal","G","VS2",62.6,57,743,4.47,4.45,2.79
0.91,"Ideal","H","SI1",62.4,57,3635,6.18,6.23,3.87
0.73,"Ideal","G","VVS2",61.3,57,2869,5.84,5.81,3.57
0.76,"Very Good","E","VS1",62.1,58,3415,5.84,5.89,3.64
0.32,"Ideal","G","SI2",61.3,56,407,4.44,4.47,2.73
0.76,"Very Good","F","VVS1",62.1,57,4504,5.8,5.83,3.61
1.16,"Ideal","G","VVS1",61.9,55,9781,6.75,6.78,4.19
0.35,"Ideal","F","VS2",62.4,57,906,4.51,4.5,2.81
0.73,"Premium","F","VS1",60.7,61,3211,5.79,5.75,3.5
1.23,"Premium","H","SI1",62.1,58,5183,6.85,6.78,4.23
0.32,"Ideal","D","VVS1",61.9,56,1140,4.39,4.36,2.71
1.5,"Ideal","G","SI2",61.5,57,7936,7.33,7.39,4.53
0.3,"Good","E","SI1",63.8,55,526,4.25,4.28,2.72
0.7,"Good","E","VS1",59.8,62,2973,5.74,5.8,3.45
0.54,"Ideal","H","VS2",61.6,55,1453,5.23,5.25,3.23
1.07,"Ideal","G","SI2",61.7,57,4421,6.55,6.59,4.05
1.03,"Premium","G","VVS2",60.4,59,7729,6.58,6.56,3.97
1.1,"Premium","E","SI2",60.9,60,4622,6.66,6.61,4.04
0.73,"Ideal","I","SI1",61.7,55,2733,5.78,5.82,3.58
0.9,"Premium","H","VS2",62.8,58,3810,6.17,6.13,3.86
0.52,"Ideal","E","SI2",61.9,56,1299,5.17,5.19,3.2
1.24,"Fair","H","SI2",65,54,5208,6.76,6.73,4.38
0.59,"Good","F","VS2",63.5,55,1573,5.31,5.36,3.39
0.3,"Ideal","G","VS1",63.1,55,624,4.25,4.31,2.7
0.34,"Premium","F","VS2",62.6,58,880,4.49,4.46,2.8
0.54,"Premium","D","VS1",60.5,58,1847,5.27,5.21,3.17
0.7,"Fair","I","SI1",65.8,57,1697,5.46,5.55,3.62
1.3,"Premium","H","SI2",61.3,58,5096,6.99,6.95,4.27
0.55,"Premium","E","VS2",61.5,56,1881,5.28,5.25,3.24
0.43,"Very Good","I","VS1",60.9,55,730,4.89,4.99,3.01
1.52,"Very Good","I","SI1",62,58,9664,7.34,7.4,4.57
0.56,"Very Good","D","IF",62.5,59,4025,5.26,5.3,3.3
0.72,"Ideal","H","SI1",61.7,54,2359,5.77,5.81,3.57
0.31,"Premium","F","VS2",62.3,59,625,4.3,4.33,2.69
0.62,"Premium","I","VS2",61.9,59,1378,5.46,5.5,3.39
0.62,"Ideal","G","VS2",61.6,55,2321,5.51,5.53,3.4
0.31,"Premium","H","VS2",62.4,59,489,4.31,4.34,2.7
1.01,"Ideal","D","SI2",61.3,54,4916,6.47,6.52,3.99
0.72,"Premium","E","SI2",60.4,58,2320,5.82,5.78,3.5
1.15,"Premium","D","SI1",63,57,6942,6.69,6.64,4.2
0.25,"Very Good","E","VVS2",59.8,59,575,4.07,4.09,2.44
1.24,"Very Good","H","SI2",61.2,57,5592,6.87,7.02,4.25
0.41,"Ideal","F","VVS2",61.9,55,1192,4.79,4.74,2.95
0.31,"Ideal","H","VS2",62.1,55,513,4.34,4.36,2.7
0.42,"Ideal","D","SI2",62.4,57,898,4.81,4.78,2.99
0.31,"Ideal","G","VVS2",61.5,56,687,4.38,4.4,2.7
1.71,"Premium","E","SI1",59.1,58,14882,7.76,7.8,4.6
0.52,"Good","D","SI2",63.7,55,1293,5.11,5.1,3.25
0.23,"Very Good","F","VVS2",62,58,530,3.89,3.92,2.42
0.51,"Very Good","D","VS2",60.5,60,1787,5.16,5.19,3.13
1.05,"Ideal","I","SI1",61,57,4494,6.55,6.62,4.02
0.7,"Ideal","G","VVS2",60.6,56,3191,5.69,5.82,3.49
0.32,"Premium","E","SI1",62.2,58,720,4.39,4.36,2.72
1,"Very Good","H","VS1",63.3,53,4732,6.37,6.29,4.01
0.7,"Ideal","F","SI1",62.7,57,2515,5.66,5.7,3.56
0.71,"Fair","F","SI1",57,68,2198,6.05,5.87,3.4
1.21,"Ideal","E","VVS2",61.7,57,13661,6.8,6.88,4.22
1.01,"Premium","F","SI2",60.2,61,3563,6.49,6.43,3.89
1.05,"Ideal","H","VS1",61.8,55,6833,6.54,6.57,4.05
0.35,"Premium","I","SI2",60.9,58,512,4.56,4.53,2.77
1.1,"Good","G","SI2",64.2,56,4084,6.55,6.51,4.19
0.6,"Very Good","F","VS2",59.5,57.8,1940,5.48,5.56,3.28
1.59,"Very Good","I","SI2",61.9,58,7345,7.46,7.5,4.63
1.01,"Premium","F","SI1",59.1,59,4989,6.56,6.5,3.86
0.41,"Ideal","E","VS1",62.7,55,1079,4.72,4.76,2.97
0.58,"Ideal","D","VVS1",60.6,57,3206,5.38,5.41,3.27
0.7,"Ideal","H","SI1",61.9,57,2107,5.66,5.69,3.51
1.53,"Ideal","J","VS2",61.4,58,7550,7.35,7.43,4.54
1.01,"Good","D","SI1",64.1,60,4909,6.3,6.27,4.03
0.78,"Ideal","G","VS1",61.6,55,3736,5.91,5.94,3.65
1.34,"Ideal","H","SI2",61.6,56,6904,7.1,7.05,4.36
0.3,"Good","H","VVS2",63.6,55,605,4.24,4.28,2.71
0.4,"Ideal","G","VVS1",61.6,57,1123,4.75,4.76,2.93
0.52,"Ideal","H","IF",62.1,57,1956,5.13,5.16,3.19
2.21,"Very Good","G","SI2",60.7,62,15825,8.42,8.48,5.13
0.72,"Good","F","VS2",61.1,60,2705,5.72,5.76,3.51
1,"Ideal","E","VS2",62.9,55,6871,6.4,6.36,4.01
0.8,"Premium","H","SI1",62,59,2699,5.91,5.96,3.68
0.3,"Ideal","H","SI1",62.6,55,540,4.32,4.28,2.69
1.5,"Very Good","H","SI2",62.3,60,7775,7.28,7.22,4.52
0.3,"Ideal","D","SI1",62.1,56,552,4.3,4.33,2.68
0.54,"Very Good","E","VS2",62.6,60,1426,5.26,5.19,3.27
0.71,"Premium","G","SI1",60.4,59,2352,5.81,5.75,3.49
0.53,"Ideal","E","VS2",60.9,56,1786,5.27,5.28,3.21
1,"Fair","H","SI2",66.5,62,3248,6.19,6.1,4.09
1.28,"Ideal","F","SI2",59.7,57,4179,7.12,7.06,4.23
0.31,"Very Good","E","VVS1",60,56,1039,4.45,4.49,2.68
1.3,"Ideal","D","SI1",61.8,56,9242,6.93,6.96,4.29
0.53,"Very Good","E","VS2",60.1,59,1852,5.24,5.27,3.16
0.64,"Ideal","D","VVS1",61.5,56,4281,5.57,5.59,3.43
0.42,"Ideal","E","VVS1",62.1,55,1400,4.78,4.81,2.98
1.21,"Premium","F","VS1",62.6,59,10018,6.81,6.76,4.25
1.01,"Premium","F","SI2",62.2,59,4416,6.38,6.42,3.98
1,"Very Good","G","VVS2",61.6,61,7623,6.35,6.38,3.92
0.52,"Very Good","F","SI1",63.7,58,1267,5.11,5.13,3.26
2.07,"Ideal","I","VS2",60.3,59,17045,8.23,8.28,4.98
0.3,"Ideal","F","SI1",62.3,54,641,4.3,4.27,2.67
0.73,"Good","I","SI2",63.7,57,1610,5.76,5.67,3.63
1.7,"Very Good","E","VS2",58.6,60,18107,7.91,7.82,4.61
1.79,"Good","G","SI2",57.8,59,9122,8.07,7.94,4.63
0.35,"Ideal","D","SI1",60.7,57,644,4.53,4.57,2.76
0.59,"Good","I","SI2",63.9,57,1180,5.3,5.25,3.37
0.76,"Ideal","E","VS2",61.5,59,3497,5.84,5.86,3.6
0.55,"Very Good","D","SI1",61.6,56,1580,5.24,5.28,3.24
0.6,"Ideal","F","VVS2",62.3,56,2652,5.37,5.41,3.36
1.39,"Ideal","H","VVS2",61.2,54,9298,7.23,7.25,4.43
0.33,"Ideal","D","VS2",62.5,55,1002,4.45,4.41,2.77
0.57,"Ideal","E","SI1",61.9,56,1608,5.32,5.35,3.3
1.6,"Premium","I","SI1",62.1,58,8852,7.51,7.47,4.65
0.32,"Ideal","D","VS2",61.5,56,972,4.42,4.39,2.71
1.52,"Ideal","H","SI1",61.5,58,10589,7.4,7.36,4.54
0.24,"Very Good","E","VS1",62.5,55,412,3.96,3.98,2.48
0.3,"Very Good","G","VVS2",61.6,60,684,4.24,4.27,2.62
2.13,"Premium","G","SI2",60.7,60,16778,8.27,8.37,5.05
0.7,"Ideal","F","SI2",60.6,57.2,2237,5.75,5.77,3.49
1.73,"Good","E","I1",63.6,59,8370,7.6,7.56,4.82
1.6,"Ideal","J","VS2",61.9,55,8886,7.51,7.54,4.66
0.56,"Ideal","G","VS1",62,56,1822,5.28,5.3,3.28
0.33,"Ideal","G","VS1",61.4,54,666,4.44,4.48,2.74
0.51,"Very Good","F","VS1",63.3,57,1627,5.06,5.09,3.21
0.51,"Premium","E","SI1",62.4,59,1381,5.07,5.12,3.18
0.31,"Premium","G","VVS1",60.7,58,1046,4.4,4.37,2.66
0.61,"Ideal","D","VS2",62,56,2202,5.43,5.48,3.38
0.44,"Premium","H","VVS1",60.1,58,1119,4.92,4.96,2.97
0.3,"Premium","E","VS2",62.3,58,658,4.28,4.32,2.68
1.2,"Premium","H","VS2",62.4,57,6048,6.73,6.67,4.18
0.21,"Premium","E","SI1",59.8,61,326,3.89,3.84,2.31
0.86,"Ideal","I","VS2",63,53,2706,6.1,6.06,3.83
1.39,"Very Good","I","VS1",62.2,57,7893,7.17,7.1,4.44
0.92,"Very Good","F","SI2",62.8,56,3873,6.19,6.23,3.9
0.47,"Ideal","D","VVS1",62,54,2460,4.99,5.01,3.1
0.7,"Very Good","G","SI2",58.2,63,1790,5.82,5.79,3.38
1.51,"Ideal","H","VS1",60.8,57,11856,7.43,7.46,4.53
0.77,"Very Good","I","VS2",62.4,63,2054,5.8,5.84,3.63
1.01,"Premium","D","VVS2",60.2,58,10147,6.57,6.51,3.94
0.5,"Ideal","G","VVS2",61,56,1779,5.13,5.14,3.13
0.76,"Very Good","I","VS2",63.3,57,2551,5.79,5.83,3.68
1.3,"Premium","I","VS1",62.2,59,6806,6.91,6.97,4.32
0.3,"Ideal","G","VS1",61.7,57,605,4.3,4.32,2.66
0.58,"Ideal","G","VS1",61.8,55,1911,5.35,5.39,3.32
0.31,"Ideal","E","VS2",61.6,56,680,4.32,4.38,2.68
1.59,"Very Good","I","VS2",61.1,58.6,10309,7.49,7.53,4.59
0.72,"Premium","D","VS1",62.7,58,2900,5.68,5.65,3.55
1,"Ideal","G","VVS1",62.3,56,7644,6.4,6.29,3.95
0.33,"Ideal","D","VVS2",61.7,55,893,4.46,4.49,2.76
1.01,"Ideal","I","SI1",60.2,59,4612,6.49,6.54,3.92
0.72,"Very Good","I","VS1",63.7,57,2441,5.66,5.7,3.62
1,"Good","G","VS2",62.9,56,5544,6.33,6.39,4
0.96,"Good","H","SI2",56.7,62,3454,6.51,6.39,3.66
0.74,"Ideal","E","VS1",62.1,53,3804,5.82,5.8,3.61
1.22,"Premium","G","VS1",61.3,58,8779,6.91,6.89,4.23
0.3,"Ideal","H","SI1",62.9,57,554,4.27,4.22,2.67
0.52,"Ideal","J","VS2",61.4,57,1151,5.17,5.21,3.19
0.32,"Very Good","G","VS2",63.1,57,720,4.35,4.3,2.73
0.4,"Ideal","E","VS1",62.2,55,1053,4.72,4.76,2.95
0.42,"Ideal","I","SI1",61.6,55,690,4.83,4.85,2.98
0.58,"Very Good","D","SI1",63.5,58,1720,5.29,5.32,3.37
1.2,"Premium","E","VS2",62.2,59,8602,6.82,6.78,4.23
0.24,"Ideal","G","VVS1",62,56,559,3.97,4.01,2.47
1.56,"Premium","J","VS2",61.7,58,7763,7.41,7.46,4.59
1.01,"Ideal","E","VS1",61.6,57,7430,6.41,6.45,3.96
1.04,"Ideal","G","SI2",60.4,58,4566,6.56,6.62,3.98
0.9,"Premium","I","VS2",63,59,3292,6.1,6.06,3.83
1.56,"Ideal","E","SI2",61.2,56,8518,7.53,7.49,4.59
0.5,"Ideal","F","VS1",62,55.1,1679,5.05,5.11,3.16
0.67,"Good","F","VS1",62.3,62,2293,5.5,5.59,3.46
0.9,"Fair","G","SI1",65.4,59,3145,6.04,6,3.94
1.08,"Ideal","H","SI2",59.3,57,4455,6.71,6.74,3.99
0.31,"Ideal","G","VVS1",61.7,57,816,4.34,4.38,2.69
1.1,"Very Good","F","VS2",62,59,6708,6.56,6.6,4.08
0.75,"Ideal","E","SI1",61.1,57,2993,5.83,5.86,3.57
1.54,"Ideal","G","VS2",62,55.6,13110,7.35,7.44,4.59
0.5,"Very Good","E","VS1",61.7,57,1675,5.12,5.16,3.17
0.33,"Premium","I","VS2",61.1,59,594,4.44,4.4,2.7
0.73,"Ideal","D","VS2",61.6,56,3464,5.78,5.82,3.57
0.32,"Ideal","D","SI1",61.3,57,756,4.41,4.37,2.69
0.3,"Good","G","SI1",63.8,56,574,4.3,4.26,2.73
0.7,"Ideal","G","VS1",62.7,57,2437,5.66,5.7,3.56
1,"Premium","F","SI2",60.2,58,3584,6.47,6.42,3.88
0.73,"Very Good","G","SI1",59.8,61,2330,5.83,5.85,3.49
2.04,"Premium","H","SI2",62.7,56,15760,8.12,8.06,5.07
1.5,"Premium","H","VS1",59.9,60,11189,7.44,7.39,4.44
1.01,"Premium","F","VS2",59.2,61,6900,6.59,6.55,3.89
1.1,"Very Good","F","VS2",62.7,58.5,7272,6.5,6.59,4.1
0.72,"Very Good","E","VS2",61.4,58,2667,5.78,5.82,3.56
0.58,"Ideal","E","VS2",61.8,57,1903,5.32,5.36,3.3
0.37,"Premium","E","VS2",60.3,58,811,4.63,4.66,2.8
0.3,"Premium","E","SI1",60.6,56,675,4.37,4.35,2.64
0.37,"Good","E","VS1",62.8,65,889,4.51,4.54,2.84
0.35,"Ideal","F","VS2",62.4,55,706,4.51,4.53,2.82
1.54,"Premium","G","SI1",61.8,59,11107,7.32,7.37,4.54
0.56,"Ideal","G","VS1",60.8,55,1837,5.34,5.36,3.25
0.54,"Very Good","G","VS1",61.6,56,1754,5.23,5.26,3.23
1.07,"Ideal","D","SI2",61.4,56,4513,6.55,6.58,4.03
0.35,"Good","G","SI1",63.8,54,522,4.46,4.48,2.85
0.71,"Very Good","F","SI1",62.8,59,2427,5.62,5.66,3.54
1,"Good","G","VS2",63.4,61,5600,6.23,6.29,3.97
0.57,"Ideal","G","VVS2",61.7,56,2206,5.33,5.3,3.28
0.35,"Ideal","F","VS2",61.4,54,706,4.54,4.58,2.8
1.5,"Premium","J","SI1",60.5,59,6806,7.38,7.47,4.49
0.4,"Premium","H","VS1",62.7,56,1035,4.73,4.71,2.96
0.7,"Very Good","G","VS1",59.3,62,2473,5.74,5.8,3.42
0.7,"Very Good","F","VS1",62.8,56,3265,5.64,5.66,3.55
0.34,"Ideal","H","VVS1",61.8,57,775,4.44,4.46,2.75
1.5,"Very Good","D","SI1",61,59,12179,7.33,7.39,4.49
1.01,"Good","G","VVS2",63.2,59,7137,6.27,6.35,3.99
0.9,"Very Good","F","VS2",61.9,57,4678,6.17,6.23,3.84
2.09,"Premium","J","SI1",62.2,59,13864,8.23,8.16,5.1
0.68,"Premium","G","VS2",61.6,59,2081,5.65,5.64,3.48
2.13,"Premium","I","SI1",62.5,60,13370,8.18,8.13,5.1
2.29,"Premium","H","VS2",61.6,60,17539,8.45,8.43,5.2
0.7,"Ideal","E","VS2",61.4,57,2274,5.72,5.78,3.53
1.16,"Ideal","G","IF",62.3,55,9901,6.73,6.79,4.21
0.4,"Premium","F","VS2",59.3,59,842,4.79,4.83,2.85
0.32,"Ideal","H","VS1",61.1,56,720,4.46,4.44,2.72
1,"Premium","E","VS1",61.1,60,7452,6.41,6.43,3.92
0.7,"Very Good","J","VS2",63.2,57,1997,5.63,5.66,3.57
0.74,"Ideal","D","SI1",61.5,56,2987,5.8,5.84,3.58
1.1,"Ideal","H","SI2",62,55,4620,6.62,6.6,4.1
1.51,"Ideal","E","VS1",62.2,57,17649,7.37,7.32,4.57
1.01,"Very Good","E","VS2",63.3,58,6516,6.38,6.35,4.03
1,"Fair","E","VS2",57.3,64,6285,6.59,6.46,3.79
1.01,"Very Good","D","SI1",63.1,60,5543,6.39,6.32,4.01
1,"Very Good","G","SI1",62.6,57,4413,6.31,6.37,3.97
1.21,"Fair","G","SI1",64.6,60,6397,6.69,6.62,4.3
1.94,"Very Good","I","SI2",63.1,59,9344,8.01,7.89,5.02
0.57,"Ideal","E","SI1",61.5,56,1436,5.32,5.35,3.28
0.99,"Very Good","G","SI1",62.8,56,4863,6.34,6.36,3.99
0.31,"Ideal","D","VS2",62,55,942,4.35,4.33,2.69
0.31,"Good","G","IF",63.9,58,988,4.3,4.27,2.74
0.41,"Very Good","D","SI1",60.3,63,920,4.8,4.78,2.89
0.35,"Ideal","F","VS2",62.5,57,706,4.5,4.53,2.82
1.07,"Premium","G","VS1",58.6,60,6730,6.76,6.65,3.93
0.32,"Ideal","D","VVS2",61.6,55,1107,4.41,4.45,2.73
1.02,"Good","G","SI1",63.6,58,5055,6.39,6.34,4.05
0.52,"Very Good","G","SI1",63.1,58,1343,5.11,5.13,3.23
0.7,"Very Good","F","VS2",61.6,60,2593,5.63,5.71,3.49
0.3,"Ideal","G","VVS2",62.2,57,655,4.25,4.3,2.66
1,"Ideal","D","SI1",62.7,56,5755,6.39,6.43,4.02
1.01,"Very Good","G","VVS2",63.4,55,6968,6.41,6.34,4.04
0.72,"Ideal","F","SI1",60.2,57,3242,5.83,5.86,3.52
0.51,"Good","E","SI1",63.6,58,1434,5,4.97,3.17
0.52,"Ideal","D","VVS2",60.4,57,2426,5.25,5.28,3.18
0.33,"Ideal","H","VVS1",62.1,53,730,4.47,4.51,2.79
0.41,"Premium","H","SI1",60.9,60,876,4.83,4.79,2.93
0.3,"Premium","H","VVS1",60.7,58,796,4.38,4.35,2.65
0.31,"Very Good","D","VS2",62.3,55,734,4.32,4.35,2.7
1.02,"Ideal","F","VVS1",62.4,56,9645,6.44,6.42,4.01
2.22,"Good","I","SI2",62.7,61.2,14285,8.23,8.31,5.19
1.51,"Premium","H","VS2",60.2,60,10951,7.5,7.38,4.48
0.78,"Very Good","J","SI1",59.4,62,2035,6.01,6.05,3.58
0.35,"Ideal","E","SI1",61,57,614,4.54,4.57,2.78
0.71,"Premium","G","SI1",58.9,62,2181,5.85,5.79,3.43
0.31,"Ideal","H","VVS2",61.2,56,596,4.34,4.37,2.66
1.24,"Ideal","I","SI1",62.1,56,5797,6.84,6.88,4.26
1.01,"Ideal","H","SI1",62.6,55,4749,6.39,6.43,4.01
1.01,"Premium","G","VS1",62.3,59,6618,6.42,6.38,3.99
0.55,"Ideal","E","VS2",62.2,54,1741,5.29,5.26,3.28
1.1,"Very Good","I","VS1",60.2,59,5082,6.67,6.71,4.03
0.4,"Ideal","I","VVS1",60.5,57,1080,4.79,4.76,2.89
0.9,"Ideal","E","VS2",62.7,56,4770,6.14,6.18,3.86
0.78,"Very Good","J","SI1",58,61,2164,6.07,6.13,3.54
0.9,"Fair","H","SI2",66,63,2376,5.89,5.79,3.86
0.81,"Ideal","D","SI1",62,56,3852,5.97,6,3.71
0.3,"Ideal","F","SI1",61.4,58,475,4.3,4.33,2.65
1.09,"Premium","E","VS2",61.6,59,7813,6.62,6.54,4.05
1.4,"Very Good","G","VVS2",63.4,59,11624,7.12,7.04,4.49
1.44,"Premium","H","SI2",62.1,55,7419,7.25,7.2,4.49
1.05,"Ideal","H","VS2",61.7,57,5833,6.55,6.52,4.03
0.78,"Premium","D","SI1",61.8,59,3103,5.93,5.88,3.65
1.03,"Premium","G","VS2",62.3,59,6327,6.42,6.38,3.99
0.37,"Ideal","E","VS2",62.3,56,1041,4.59,4.56,2.85
0.3,"Ideal","H","SI1",62.2,53,514,4.29,4.32,2.68
1.21,"Ideal","I","I1",61.3,57,3686,6.94,6.89,4.24
1.16,"Ideal","I","VS2",60.1,62,5587,6.83,6.78,4.09
1.11,"Fair","H","SI2",64.4,58,3730,6.55,6.5,4.2
0.76,"Ideal","E","SI1",61.7,57,2814,5.88,5.85,3.62
0.46,"Premium","I","IF",59.4,60,1208,5.04,5.02,2.99
1.09,"Premium","D","SI2",61.9,61,3961,6.58,6.54,4.06
1.23,"Premium","G","VS1",61.8,58,8381,6.88,6.84,4.24
0.5,"Premium","E","SI2",61.3,56,1240,5.13,5.08,3.13
1.03,"Ideal","G","VS1",61.2,57,7391,6.5,6.54,3.99
1,"Very Good","E","SI1",61.9,62,4864,6.34,6.4,3.94
0.4,"Very Good","I","VS1",61.7,57,741,4.71,4.73,2.91
0.78,"Very Good","H","SI2",62.6,59,2405,5.81,5.85,3.65
0.45,"Fair","H","VVS2",65.8,56,1227,4.82,4.7,3.13
1.01,"Fair","H","SI1",64.6,55,4191,6.29,6.25,4.05
0.56,"Premium","F","SI2",59.1,58,1225,5.44,5.38,3.2
1,"Good","F","SI1",58.1,64,4608,6.56,6.6,3.82
1.07,"Very Good","G","VS2",63,55,6355,6.5,6.55,4.11
1,"Fair","J","SI2",56.3,64,3199,6.58,6.54,3.69
0.3,"Ideal","F","IF",62.3,53,886,4.34,4.36,2.71
0.5,"Very Good","G","VVS1",62.3,59,1966,5.01,5.04,3.13
2.01,"Premium","I","SI2",62.3,59,12182,8.01,7.97,4.98
1.5,"Premium","F","SI2",62.4,58,7056,7.31,7.24,4.54
1.5,"Premium","H","VS2",62.1,59,9253,7.26,7.2,4.49
0.25,"Very Good","D","VVS2",62.8,56,548,4,4.03,2.52
0.78,"Premium","D","SI1",60.4,57,3019,6.02,5.97,3.62
0.46,"Very Good","D","VS2",61.2,57,1321,4.96,5,3.05
0.5,"Premium","E","SI1",63,58,1415,5.08,5.04,3.19
0.3,"Ideal","H","VVS2",61.3,57,605,4.31,4.33,2.65
2.07,"Premium","H","SI1",61.1,58,13844,8.27,8.2,5.03
1.8,"Ideal","H","SI1",62.2,57,9399,7.79,7.71,4.82
0.8,"Premium","E","SI1",61.5,58,3356,5.93,5.97,3.66
0.41,"Ideal","G","VVS2",60.9,56,960,4.81,4.84,2.94
0.76,"Ideal","E","SI1",61.7,57,2949,5.84,5.89,3.62
1.02,"Premium","D","IF",61.5,60,15370,6.52,6.45,3.99
2.02,"Ideal","I","SI1",61.9,58,15942,8.07,8.18,5.03
0.9,"Very Good","H","SI1",63,55,3388,6.12,6.16,3.87
1.7,"Premium","G","SI2",58.9,62,10091,7.79,7.72,4.57
2.21,"Ideal","I","SI1",61.6,57,18062,8.38,8.43,5.18
0.55,"Ideal","F","SI2",62.4,56,1175,5.22,5.26,3.27
1.12,"Ideal","F","VS1",62.1,54,9030,6.66,6.73,4.16
0.36,"Ideal","D","VS2",61.8,55,800,4.58,4.61,2.84
0.32,"Ideal","G","VVS1",61.2,56,814,4.42,4.44,2.71
0.32,"Ideal","G","VVS2",62.4,54,730,4.37,4.38,2.73
0.32,"Ideal","E","VS2",62.1,55,639,4.39,4.43,2.74
0.43,"Ideal","G","VVS1",60.5,57,1264,4.92,4.86,2.96
1.1,"Ideal","G","SI2",62.1,56,4750,6.63,6.61,4.11
0.71,"Ideal","F","VVS1",61.4,56,5019,5.75,5.78,3.54
0.55,"Ideal","H","VVS2",62.1,55,1668,5.25,5.28,3.27
0.61,"Ideal","E","SI2",62,54,1368,5.46,5.48,3.39
0.72,"Fair","E","SI1",56.9,61,2498,5.91,5.97,3.38
0.75,"Premium","I","SI1",62,60,2273,5.8,5.75,3.57
0.72,"Ideal","J","VVS2",60.9,58,2136,5.74,5.78,3.51
0.43,"Good","E","SI1",60.6,61,723,4.96,4.98,3.01
0.41,"Ideal","E","VS2",62.5,55,999,4.77,4.74,2.97
0.3,"Ideal","F","VS1",61.9,55.1,652,4.31,4.34,2.68
2.03,"Ideal","G","SI2",62.6,56,15717,8.15,8.1,5.08
0.73,"Ideal","I","VS1",62.1,54,2167,5.77,5.8,3.59
0.21,"Very Good","E","VS2",63.2,54,386,3.82,3.78,2.4
0.31,"Ideal","D","SI1",61.5,55,692,4.38,4.4,2.7
0.75,"Premium","H","VS2",62.8,56,2553,5.8,5.76,3.63
0.35,"Premium","G","VVS1",59.3,61,984,4.62,4.58,2.73
0.7,"Very Good","G","VS2",61.3,57,2433,5.66,5.7,3.48
0.38,"Premium","I","SI2",60,59,641,4.71,4.69,2.82
1.24,"Ideal","H","SI1",61.6,57,6958,6.92,6.84,4.24
1.21,"Ideal","H","SI2",62.1,55,5692,6.87,6.82,4.25
0.56,"Good","F","VS1",63.2,61,1712,5.2,5.28,3.3
0.32,"Ideal","G","VVS1",61.1,55,814,4.45,4.48,2.73
0.27,"Ideal","H","IF",61.6,56,566,4.18,4.21,2.58
0.58,"Ideal","G","VS1",60.6,56,1899,5.43,5.48,3.3
0.73,"Ideal","F","VS1",62.9,56,3135,5.71,5.77,3.61
0.54,"Ideal","I","SI1",61.7,56,1114,5.25,5.29,3.25
2.21,"Premium","H","I1",62.2,58,6535,8.31,8.27,5.16
1.2,"Very Good","E","SI1",62.7,57,7310,6.7,6.79,4.23
0.39,"Premium","F","VS2",58.4,62,1053,4.79,4.76,2.79
0.5,"Ideal","F","VVS1",62.6,53.1,2145,5.08,5.11,3.19
2.02,"Very Good","I","SI2",61.9,60,14715,8.12,8.06,5.01
0.32,"Ideal","F","VS2",60.3,55,645,4.4,4.45,2.67
0.31,"Premium","G","VS1",61.2,60,625,4.37,4.39,2.68
0.65,"Very Good","D","VS1",60.8,57.2,2752,5.55,5.63,3.4
0.72,"Very Good","H","VS2",61.4,57,2462,5.75,5.79,3.54
1.51,"Premium","I","SI2",60.4,56,7577,7.4,7.36,4.46
0.24,"Very Good","H","VVS2",60.7,58,432,4.04,4.07,2.46
1.14,"Very Good","F","VS2",58.3,60,7293,6.87,6.91,4.02
0.7,"Good","F","SI1",64.3,63,1955,5.55,5.58,3.58
1.01,"Very Good","H","VS2",60.7,58,5638,6.47,6.51,3.94
0.31,"Good","D","SI1",63.4,58,571,4.32,4.35,2.75
0.31,"Good","G","VVS1",58,62,761,4.42,4.47,2.58
1,"Premium","J","VS2",62,62,3685,6.42,6.35,3.96
0.51,"Ideal","H","SI2",62.5,55,983,5.1,5.14,3.2
0.3,"Premium","E","VS1",61.4,59,814,4.32,4.28,2.64
1.52,"Premium","D","SI2",59.8,60,10623,7.5,7.42,4.46
0.31,"Ideal","J","VS2",62.3,54,396,4.35,4.38,2.72
0.76,"Ideal","F","SI1",62.6,57,2719,5.84,5.89,3.67
0.34,"Premium","G","VS2",60.3,58,596,4.49,4.53,2.72
1.31,"Premium","I","VS1",58.5,60,6737,7.18,7.15,4.19
0.52,"Premium","F","VS2",62.2,58,1720,5.17,5.12,3.2
1.01,"Very Good","J","VS2",60.6,59,4337,6.42,6.45,3.9
1.33,"Premium","G","SI2",60.3,58,6565,7.16,7.19,4.33
0.57,"Premium","E","VS1",61.6,58,2753,5.36,5.33,3.29
0.59,"Premium","E","SI1",61.8,60,1789,5.39,5.33,3.31
0.4,"Premium","D","SI1",60.3,62,924,4.75,4.7,2.85
1.25,"Premium","I","SI2",60.5,58,5166,7,6.96,4.22
0.32,"Ideal","E","SI1",61.8,55,561,4.42,4.45,2.74
0.27,"Very Good","E","VVS2",62,59,620,4.14,4.18,2.58
0.43,"Ideal","F","VVS2",61.5,55,1148,4.85,4.88,2.99
0.3,"Ideal","G","VS2",63,55,675,4.31,4.29,2.71
1,"Very Good","E","SI2",61.2,58,4777,6.37,6.41,3.91
0.32,"Good","D","VS2",63.6,55,657,4.35,4.42,2.79
0.61,"Ideal","G","VS1",61.5,56,2182,5.48,5.5,3.38
0.67,"Very Good","G","VS2",59.4,59.4,2131,5.71,5.8,3.41
0.7,"Premium","I","VS1",62.9,61,2234,5.64,5.62,3.54
1.01,"Good","E","SI1",63.6,60,5132,6.32,6.38,4.04
0.31,"Good","H","VVS1",63.7,56,612,4.3,4.33,2.75
