"carat","cut","color","clarity","depth","table","price","x","y","z"
0.64,"Ideal","D","VVS1",61.8,54,4084,5.54,5.56,3.43
0.57,"Premium","E","VS2",62,58,1763,5.38,5.33,3.32
0.3,"Premium","D","VS2",60.6,59,710,4.28,4.36,2.62
0.25,"Premium","E","VVS2",62.5,59,576,4.02,4.04,2.52
1.14,"Ideal","I","SI1",62.2,56,4953,6.65,6.7,4.15
0.64,"Ideal","G","VVS2",61.8,54,2587,5.53,5.56,3.42
0.33,"Ideal","G","VVS2",61.5,56,965,4.49,4.45,2.75
0.32,"Premium","E","VS2",59.3,58,580,4.45,4.49,2.65
1.16,"Ideal","E","SI2",62.7,56,5001,6.69,6.73,4.21
0.31,"Very Good","E","SI1",63.2,59,698,4.33,4.28,2.72
1.06,"Ideal","F","VVS2",62.1,57,9118,6.54,6.5,4.05
0.4,"Premium","E","VS1",60.5,61,1125,4.74,4.72,2.86
0.73,"Ideal","G","VS1",61.8,57,3041,5.78,5.81,3.58
1.5,"Ideal","E","SI1",61.9,57,9828,7.37,7.31,4.54
0.7,"Very Good","G","VVS1",63.3,57,3037,5.59,5.63,3.55
0.7,"Ideal","H","VS2",61.1,57,2862,5.71,5.74,3.5
0.55,"Ideal","G","VS2",60.4,56,1854,5.38,5.31,3.23
0.57,"Good","F","VS2",60,61,1680,5.36,5.43,3.24
0.31,"Ideal","D","SI2",62.1,57,593,4.34,4.32,2.69
0.54,"Good","E","SI1",57.2,59,1323,5.37,5.32,3.06
1.1,"Premium","I","SI2",59.7,62,3604,6.8,6.64,4.01
0.37,"Ideal","F","SI1",61.6,56,746,4.61,4.65,2.85
0.3,"Ideal","E","IF",62.6,53,943,4.29,4.33,2.7
0.64,"Premium","F","SI1",61.2,58,1816,5.6,5.54,3.41
1.03,"Ideal","F","I1",61,56,3634,6.58,6.52,3.99
0.71,"Very Good","G","VS1",60.8,63,2982,5.76,5.68,3.48
1.09,"Very Good","F","SI2",58.5,59,4113,6.75,6.8,3.96
1.02,"Good","I","SI2",63.6,56,3856,6.4,6.37,4.06
0.36,"Ideal","G","VS1",60.6,57,761,4.58,4.62,2.79
0.73,"Ideal","H","SI1",62.6,57,2320,5.66,5.74,3.57
0.3,"Premium","D","SI1",62,60,552,4.26,4.29,2.65
0.31,"Premium","F","IF",60.8,59,874,4.36,4.39,2.66
0.4,"Ideal","H","VVS2",60.8,55,877,4.79,4.82,2.92
0.34,"Very Good","G","SI2",62.8,58,447,4.43,4.46,2.79
0.4,"Ideal","F","VVS1",61.7,56,1263,4.72,4.75,2.92
2.15,"Ideal","I","SI2",61.7,55,14388,8.24,8.43,5.14
1.5,"Very Good","H","SI1",60.7,63,9660,7.3,7.27,4.42
0.52,"Good","F","VS1",64.2,58,1841,5.1,5.02,3.25
1.21,"Ideal","I","VS2",62.3,58,5387,6.79,6.75,4.22
0.41,"Very Good","H","SI1",62.9,55,683,4.75,4.82,3.01
1.71,"Premium","H","VS2",58.8,60,12607,7.85,7.8,4.6
1.3,"Fair","E","I1",66.5,58,2571,6.79,6.75,4.5
0.3,"Premium","H","VVS2",62.1,52,776,4.31,4.29,2.67
0.32,"Ideal","D","SI2",62.4,54,477,4.38,4.4,2.74
1.23,"Very Good","F","SI2",60.9,58,4661,6.93,6.96,4.23
0.71,"Premium","E","VS2",62.2,59,3062,5.71,5.61,3.52
1.26,"Ideal","F","VS2",61.4,57,9236,7.02,6.96,4.29
0.7,"Fair","D","SI1",64.9,64,2352,5.57,5.5,3.59
0.34,"Ideal","D","VS2",62.1,55,923,4.49,4.46,2.78
0.32,"Ideal","G","VS1",63,55,828,4.38,4.35,2.75
0.26,"Very Good","E","VVS2",60.5,55,569,4.1,4.16,2.5
0.53,"Ideal","E","SI1",60.9,57,1769,5.21,5.24,3.18
0.9,"Ideal","F","VS2",62.3,57,5160,6.18,6.21,3.86
0.32,"Very Good","I","VS2",63,56,449,4.38,4.42,2.77
0.5,"Premium","D","SI1",62.5,58,1279,5.06,4.98,3.14
1.14,"Ideal","G","VS2",62,55,7371,6.68,6.77,4.17
0.42,"Ideal","D","VVS2",62.5,57,1326,4.77,4.8,2.99
0.34,"Ideal","E","VS1",61.8,57,1033,4.5,4.47,2.77
0.74,"Good","F","SI2",62.6,65,2685,5.66,5.69,3.55
0.52,"Ideal","G","VS1",61.6,56,1722,5.18,5.22,3.2
1.04,"Ideal","F","VVS2",62.2,56,9115,6.46,6.53,4.04
1.24,"Ideal","G","VS1",60.1,58,9123,7.03,6.97,4.21
0.34,"Ideal","D","VVS1",61.7,57,1211,4.52,4.49,2.78
0.32,"Ideal","D","VS2",61.3,57,713,4.44,4.46,2.73
0.38,"Ideal","F","IF",62.2,55,1333,4.64,4.66,2.89
0.31,"Very Good","E","VS1",61.9,56,636,4.32,4.37,2.69
0.92,"Ideal","F","SI2",61.5,53,4691,6.26,6.3,3.86
0.47,"Ideal","D","VVS1",61.9,54,2378,4.98,5,3.09
0.31,"Premium","F","VS2",62,58,625,4.31,4.37,2.69
0.3,"Ideal","H","SI1",61.9,54,514,4.31,4.34,2.68
0.41,"Good","J","VS1",63.7,56,830,4.71,4.68,2.99
0.3,"Ideal","G","IF",62.1,55,895,4.31,4.35,2.69
0.91,"Very Good","D","SI1",62,60,4444,6.12,6.2,3.82
2.03,"Ideal","H","SI1",60.8,57,17864,8.18,8.24,4.99
0.52,"Ideal","F","VS1",61.6,56,1872,5.2,5.16,3.18
0.33,"Ideal","F","VVS1",62.5,54,880,4.43,4.46,2.78
1.23,"Ideal","D","VVS2",62.4,55,13653,6.87,6.82,4.27
1.01,"Premium","E","VS2",62.4,60,6606,6.43,6.39,4
0.32,"Ideal","G","VVS2",61.2,56,730,4.41,4.42,2.7
0.8,"Fair","E","SI1",56.3,63,2885,6.22,6.14,3.48
0.51,"Very Good","H","VS1",62.5,58,1343,5.09,5.12,3.19
0.38,"Premium","H","VVS1",59.1,58,1033,4.76,4.71,2.8
0.72,"Ideal","F","SI2",61.2,58,2300,5.72,5.78,3.52
1.22,"Premium","E","SI2",60.5,60,4974,6.93,6.89,4.18
1.7,"Good","J","VS2",63.6,59,8282,7.53,7.48,4.77
0.53,"Ideal","D","VS2",62.2,56,1809,5.17,5.18,3.22
1.53,"Ideal","G","VVS2",61.2,57,15137,7.4,7.44,4.53
0.5,"Ideal","E","SI2",60.7,56,1359,5.16,5.19,3.14
1.1,"Ideal","E","I1",61.9,56,3942,6.63,6.59,4.09
1.02,"Premium","H","SI1",59.1,60,4037,6.59,6.54,3.88
2.3,"Premium","J","SI1",59.6,59,12499,8.61,8.56,5.12
1.2,"Very Good","I","VVS2",59.9,55,6558,6.88,6.94,4.14
0.34,"Premium","I","VVS1",62.4,59,626,4.4,4.44,2.76
1.09,"Ideal","F","SI1",62,56,5816,6.56,6.61,4.08
1.02,"Ideal","E","VVS1",62.2,58,12035,6.42,6.44,4
1.52,"Very Good","G","VS2",63.4,58,11986,7.31,7.24,4.61
0.51,"Ideal","G","VS1",61.9,56,1691,5.12,5.16,3.18
0.34,"Good","F","SI2",63.5,56,447,4.44,4.48,2.83
0.26,"Good","F","VVS1",64,57,524,4.03,4.06,2.59
0.4,"Ideal","E","VS1",59.2,62,1180,4.8,4.83,2.85
0.9,"Good","F","VS2",64.3,57,4617,6.07,6.09,3.91
1.13,"Ideal","I","VS2",62.3,56,5031,6.73,6.63,4.16
0.5,"Ideal","F","VS1",61.2,56,1695,5.13,5.17,3.15
1.22,"Ideal","H","VS1",62.7,55,5773,6.82,6.73,4.25
0.3,"Very Good","G","VVS1",62.8,58,789,4.27,4.3,2.69
1.01,"Very Good","G","SI2",60.8,63,3577,6.4,6.36,3.88
1.02,"Premium","H","I1",62.5,60,3199,6.41,6.39,4
0.79,"Premium","G","SI1",61.2,56,3539,6,5.96,3.66
0.57,"Good","E","VVS1",59.1,65,2990,5.34,5.43,3.18
0.38,"Ideal","F","VVS1",62.1,55,1096,4.66,4.71,2.91
0.54,"Good","E","SI2",63.8,54,1163,5.17,5.18,3.3
1.02,"Ideal","I","VS1",60.2,57,4798,6.56,6.49,3.93
2.02,"Ideal","J","SI1",62.7,54.2,12884,8.03,8.08,5.05
0.9,"Good","G","SI1",65,57,3615,5.96,6.01,3.89
0.37,"Very Good","F","SI1",62.3,59,616,4.57,4.61,2.86
1.01,"Ideal","H","SI2",60.7,59,4078,6.47,6.45,3.92
0.7,"Very Good","E","SI1",61.2,57,2753,5.68,5.73,3.49
0.52,"Ideal","G","VVS2",61.7,56,2012,5.16,5.14,3.18
1.08,"Premium","F","SI2",62.7,58,3992,6.53,6.49,4.08
0.31,"Premium","G","VVS2",60.5,58,907,4.43,4.39,2.67
0.38,"Very Good","D","VS1",58.2,58,995,4.77,4.81,2.79
0.3,"Premium","G","SI1",62.5,61,497,4.29,4.26,2.67
0.31,"Ideal","E","VVS2",61.3,55,791,4.35,4.39,2.68
0.64,"Ideal","J","VVS2",62.4,57,1709,5.48,5.51,3.43
0.34,"Good","G","VS2",57.5,61,556,4.6,4.66,2.66
0.31,"Very Good","D","SI1",62.9,56,571,4.31,4.34,2.72
0.72,"Ideal","H","VS2",62,56,2443,5.8,5.74,3.58
1.7,"Good","J","VS2",62.4,61,9380,7.47,7.53,4.68
0.36,"Premium","F","VVS2",62.5,56,945,4.6,4.52,2.85
0.38,"Ideal","D","VVS2",61.5,56,1200,4.64,4.66,2.86
1.26,"Premium","H","SI1",61.3,57,7056,7.01,6.93,4.27
0.63,"Premium","F","VS2",61,61,2211,5.6,5.49,3.38
0.55,"Premium","G","SI1",61.3,59,1415,5.28,5.23,3.22
1.01,"Ideal","H","SI2",61.7,56,4357,6.41,6.46,3.97
0.28,"Very Good","F","VVS2",61.6,56,707,4.2,4.23,2.59
1.01,"Premium","H","SI2",61.1,60,3054,6.46,6.41,3.93
0.33,"Ideal","I","IF",62.1,55,891,4.44,4.41,2.75
0.38,"Very Good","G","VVS1",59.9,56,970,4.73,4.75,2.84
0.92,"Good","E","SI2",61.8,59,3744,6.11,6.19,3.8
0.7,"Good","G","VVS1",58.5,62,3380,5.8,5.82,3.4
0.35,"Very Good","H","VS2",59.8,62,545,4.57,4.63,2.75
0.36,"Ideal","D","VVS2",61.9,53,957,4.57,4.6,2.84
0.34,"Ideal","D","VS2",60.8,57,805,4.5,4.52,2.74
0.7,"Ideal","G","SI2",61.8,53,2480,5.73,5.69,3.53
0.83,"Ideal","D","SI2",62.1,56,3207,6,6.04,3.74
0.71,"Premium","G","SI1",58.5,58,2215,5.87,5.82,3.42
0.8,"Ideal","F","VS1",62.2,56,4362,5.93,5.96,3.7
0.7,"Premium","E","VS2",62,60,2657,5.7,5.59,3.5
0.55,"Ideal","D","VS2",61.5,56,1928,5.25,5.28,3.24
0.42,"Ideal","F","VS1",61,57,1031,4.84,4.87,2.96
0.31,"Ideal","F","IF",60.8,56,888,4.43,4.45,2.7
1.5,"Very Good","E","VS2",61.7,60,13710,7.29,7.34,4.51
0.38,"Ideal","D","VS2",61.8,56,1013,4.65,4.67,2.88
0.5,"Very Good","E","VS2",61.3,59,1624,5.05,5.1,3.11
0.25,"Ideal","H","VVS1",62.4,55,525,4.04,4.08,2.53
0.57,"Very Good","D","VVS1",60.4,57,2945,5.39,5.44,3.27
0.51,"Ideal","I","VS1",61.8,56,1301,5.1,5.13,3.16
0.64,"Ideal","F","VS2",62.3,56,2189,5.53,5.49,3.43
1.5,"Premium","H","VS2",60.6,61,10668,7.34,7.31,4.44
0.26,"Very Good","F","VVS2",60,59,597,4.11,4.15,2.48
1.33,"Good","G","VS1",62.8,60,10096,6.87,6.92,4.33
0.34,"Very Good","E","SI1",59.6,57,596,4.52,4.61,2.72
0.7,"Very Good","F","VS2",61.7,58,2812,5.63,5.69,3.49
1.2,"Premium","H","VS2",62.4,57,6048,6.73,6.67,4.18
1.11,"Very Good","E","SI1",62.4,57,6563,6.58,6.6,4.11
0.83,"Ideal","I","VS2",62.9,56,2201,5.98,5.94,3.75
0.32,"Premium","G","VS1",62.4,58,828,4.4,4.35,2.73
1.09,"Very Good","E","SI1",62.5,57,5539,6.55,6.61,4.11
0.4,"Ideal","J","VVS1",61.9,56,1136,4.74,4.79,2.95
0.4,"Ideal","E","VS2",62.6,57,1038,4.7,4.68,2.93
0.77,"Good","G","VS1",59.4,64,2788,5.97,5.92,3.53
0.3,"Good","H","SI1",63.8,55,554,4.26,4.2,2.7
0.8,"Very Good","F","VS2",62.3,57,3653,5.91,5.94,3.69
0.46,"Good","E","SI1",63.7,58,891,4.84,4.9,3.1
1.01,"Very Good","E","VS2",60.4,58,6522,6.47,6.6,3.95
0.95,"Good","I","SI2",63.8,57,2905,6.23,6.13,3.94
0.34,"Ideal","E","VS1",61.8,56,1033,4.51,4.47,2.78
0.31,"Ideal","F","VVS2",62.2,53,706,4.37,4.41,2.73
1.2,"Ideal","I","VS2",62.1,57,5914,6.78,6.71,4.19
1,"Fair","F","SI1",64.8,59,5292,6.29,6.24,4.06
0.3,"Good","F","VVS1",63.7,59,752,4.17,4.24,2.68
0.54,"Ideal","G","VVS2",60.6,56,2090,5.27,5.26,3.19
0.82,"Very Good","E","SI2",63.3,56,2975,5.99,5.95,3.78
1.14,"Ideal","H","SI1",61.8,56,7079,6.68,6.72,4.14
1.27,"Premium","I","I1",60.2,62,3732,7.05,7,4.23
0.5,"Premium","H","VS1",60.3,58,1395,5.22,5.17,3.13
0.9,"Premium","F","SI2",58,57,3704,6.41,6.34,3.7
0.54,"Very Good","D","SI1",62.1,58,1662,5.21,5.23,3.24
0.4,"Ideal","J","SI1",62.2,57,552,4.71,4.74,2.94
0.56,"Ideal","H","SI1",61.7,56,1197,5.26,5.3,3.26
0.42,"Ideal","D","VS1",61.1,57,1235,4.84,4.81,2.95
0.31,"Very Good","G","VS1",60.4,59,542,4.37,4.41,2.65
0.57,"Ideal","F","VS1",61.7,55,2039,5.35,5.39,3.31
0.36,"Premium","E","IF",59.4,61,1229,4.69,4.61,2.76
0.32,"Premium","G","VS2",62.3,58,561,4.36,4.41,2.73
1.51,"Premium","F","VS2",62.5,58,14294,7.36,7.21,4.55
0.28,"Ideal","F","VVS2",61.1,57,642,4.22,4.26,2.59
0.51,"Very Good","J","SI1",61.7,56,872,5.14,5.17,3.18
0.32,"Good","E","VS2",58.8,63,801,4.48,4.54,2.65
0.52,"Ideal","E","VS2",61.7,57,1694,5.17,5.1,3.17
0.48,"Ideal","G","VVS2",62,57,1574,5.01,5.04,3.11
1.01,"Ideal","D","SI1",61.4,59,5812,6.4,6.44,3.94
1.02,"Very Good","F","SI1",62.9,56,5930,6.39,6.43,4.03
0.91,"Very Good","J","SI1",62.8,59,2956,6.14,6.19,3.87
0.42,"Very Good","I","SI1",61,55.8,712,4.83,4.86,2.96
0.76,"Very Good","G","VVS2",62.3,57,3549,5.79,5.84,3.62
1.07,"Ideal","G","SI1",61.9,55,5347,6.57,6.62,4.08
0.32,"Ideal","F","VS2",61.1,57,828,4.47,4.44,2.72
0.52,"Ideal","H","VS2",62,57,1385,5.12,5.08,3.16
1.01,"Good","E","VVS1",63.1,57,10696,6.36,6.39,4.02
0.5,"Very Good","G","SI1",62.1,59,1237,5.09,5.12,3.17
1.21,"Ideal","J","SI1",62.7,55,5489,6.84,6.79,4.27
0.7,"Premium","I","VS2",60.8,59,2154,5.68,5.71,3.46
0.32,"Ideal","H","VVS2",61.8,55,828,4.42,4.38,2.72
0.3,"Ideal","F","IF",62.3,57,886,4.29,4.31,2.68
0.57,"Ideal","G","VS2",61,55,1725,5.38,5.4,3.29
1.09,"Ideal","G","I1",61,56,3549,6.62,6.66,4.05
0.73,"Ideal","J","SI1",61.8,56,1877,5.78,5.81,3.58
1.14,"Very Good","D","SI1",62.7,59,6464,6.64,6.67,4.17
1,"Premium","G","IF",61.4,59,7822,6.47,6.39,3.95
1.2,"Ideal","I","SI2",62.5,56,3931,6.8,6.7,4.22
1.27,"Premium","G","VS2",61,60,8549,6.93,6.97,4.24
0.34,"Ideal","D","SI1",62.3,57,626,4.44,4.48,2.78
0.46,"Ideal","J","VVS1",61.8,56,1018,4.97,4.93,3.06
0.31,"Ideal","F","VVS1",62.4,54,840,4.33,4.35,2.71
0.41,"Ideal","F","VVS2",61.4,56,1192,4.81,4.76,2.94
0.92,"Very Good","D","SI2",61.6,58,4327,6.19,6.22,3.82
0.78,"Very Good","D","VS2",63,58,3534,5.8,5.86,3.67
0.82,"Ideal","H","VS1",61.5,56,3364,6,6.04,3.7
0.32,"Ideal","E","VS2",61.3,55,846,4.41,4.43,2.71
1.33,"Ideal","H","SI1",62.7,56,7217,7.04,6.99,4.4
1,"Premium","D","VS2",59.6,60,6868,6.57,6.52,3.9
0.64,"Ideal","D","SI1",62.1,57,1991,5.52,5.49,3.42
0.25,"Very Good","E","VVS2",63.1,56,740,4.05,4,2.54
1.02,"Premium","G","SI1",61,59,4718,6.48,6.44,3.94
0.33,"Very Good","I","VVS1",61.7,61,608,4.43,4.45,2.74
1.01,"Premium","I","SI1",61.6,58,3944,6.45,6.51,3.99
1.51,"Ideal","H","VS2",62.2,57,11435,7.29,7.33,4.55
0.31,"Ideal","D","VS2",61.8,57,734,4.36,4.38,2.7
0.3,"Ideal","E","VS2",62.1,55,844,4.35,4.32,2.69
1.01,"Ideal","I","VVS1",61.7,56,5478,6.42,6.47,3.98
0.73,"Ideal","G","SI1",62.1,54,2583,5.78,5.81,3.6
0.71,"Good","G","VS2",64.1,56,2258,5.64,5.6,3.6
1.12,"Premium","H","SI1",61.6,59,5363,6.67,6.63,4.1
0.52,"Premium","D","VVS1",58.8,61,2553,5.31,5.27,3.11
1.01,"Premium","G","VS1",62.4,59,6163,6.38,6.35,3.97
0.4,"Ideal","F","VVS2",62,56,1015,4.73,4.76,2.94
1.21,"Very Good","G","VVS2",59.3,58,9942,7.01,7.05,4.17
1.06,"Premium","E","SI1",60.8,58,5485,6.59,6.54,3.99
2.01,"Very Good","F","SI2",63.3,59,11925,7.98,7.89,5.02
1.17,"Very Good","J","I1",60.2,61,2774,6.83,6.9,4.13
0.83,"Ideal","E","SI2",61,57,3143,6.06,6.13,3.72
0.7,"Ideal","H","VVS1",62.3,55,2827,5.66,5.7,3.54
1,"Ideal","D","SI1",63,56,4592,6.33,6.28,3.97
0.36,"Ideal","D","VS2",61.1,57,852,4.58,4.62,2.81
0.9,"Premium","G","VS2",61.1,58,4152,6.22,6.25,3.81
0.33,"Very Good","G","VS1",63.1,57,854,4.4,4.38,2.77
0.37,"Ideal","D","VS2",61.1,54,763,4.63,4.66,2.84
0.5,"Ideal","F","SI1",60.2,63,1374,5.12,5.15,3.09
0.35,"Very Good","E","VS1",59.9,59.9,885,4.54,4.59,2.73
0.63,"Ideal","E","VS1",61.5,56,2526,5.53,5.5,3.39
0.38,"Very Good","H","VVS1",63.3,58,1033,4.62,4.57,2.91
0.36,"Premium","F","SI1",60.3,58,770,4.65,4.6,2.79
0.57,"Ideal","D","VS2",62.5,57,1914,5.28,5.31,3.31
1.26,"Good","G","SI1",63.2,61,6874,6.81,6.87,4.32
1.2,"Very Good","G","SI2",63.1,57,5609,6.68,6.79,4.25
0.52,"Very Good","E","SI2",62.9,56,1120,5.12,5.15,3.23
1.03,"Ideal","H","SI1",62,56,4900,6.43,6.5,4.01
1.04,"Ideal","G","VS2",61.9,57,6290,6.5,6.46,4.01
0.31,"Premium","H","VVS1",61.8,59,612,4.32,4.36,2.68
0.74,"Ideal","E","VVS2",62.2,57,4082,5.78,5.83,3.61
1.58,"Ideal","J","SI1",61.6,56,7592,7.53,7.5,4.63
1.51,"Good","E","SI1",63.1,58,11460,7.23,7.28,4.58
0.72,"Very Good","I","VVS2",62.5,56,2530,5.7,5.72,3.57
1.5,"Very Good","I","SI1",60.2,63,7140,7.38,7.33,4.43
1.7,"Premium","I","VS2",61.2,59,11257,7.55,7.62,4.64
0.34,"Ideal","F","VS1",62.1,57,745,4.49,4.53,2.8
0.9,"Premium","E","SI1",61.9,58,4209,6.17,6.1,3.8
0.86,"Very Good","E","VS2",62.3,56,4665,6.05,6.08,3.78
0.6,"Ideal","I","SI2",62.2,54,1125,5.4,5.44,3.37
0.7,"Good","D","SI2",58.2,63,2583,5.78,5.83,3.38
1,"Ideal","G","VS1",62.6,56,6377,6.39,6.36,3.99
1.2,"Ideal","H","SI2",61.6,57,5712,6.84,6.79,4.2
1.2,"Very Good","H","SI2",61.5,58,5884,6.78,6.84,4.19
1.06,"Ideal","G","VS1",61.6,56,7594,6.53,6.57,4.04
0.51,"Ideal","F","VS2",61,57,1619,5.16,5.11,3.13
1.06,"Ideal","F","VS1",61.7,57,8344,6.55,6.57,4.05
1.24,"Ideal","D","VVS2",61.5,57,14737,6.88,6.94,4.25
0.41,"Premium","D","VVS2",61.8,58,1295,4.75,4.79,2.95
0.53,"Very Good","F","SI1",60.9,60,1322,5.16,5.22,3.16
0.3,"Ideal","H","VVS2",62.2,57,590,4.26,4.29,2.66
1.02,"Very Good","H","VS2",60,63,4604,6.54,6.49,3.91
0.91,"Premium","F","SI2",61.4,60,3618,6.23,6.21,3.82
0.71,"Premium","E","VS2",62.4,60,2613,5.68,5.66,3.54
0.75,"Very Good","E","SI1",61.1,59,3005,5.85,5.9,3.59
0.31,"Good","I","SI1",63.8,55,408,4.31,4.34,2.76
0.71,"Ideal","G","VVS1",61.7,57,2982,5.7,5.75,3.53
0.56,"Ideal","D","VS2",61.9,57,1963,5.26,5.3,3.27
0.53,"Ideal","D","VS2",60.2,55,1610,5.26,5.3,3.18
1,"Very Good","E","SI2",60.7,59,4311,6.38,6.44,3.89
0.26,"Ideal","G","SI1",62,55,394,4.08,4.11,2.54
0.26,"Ideal","H","VS1",62.2,55,462,4.06,4.11,2.54
0.39,"Fair","G","IF",57.1,61,1127,4.83,4.88,2.77
0.9,"Very Good","D","SI1",61.7,60,4466,6.14,6.17,3.8
1.25,"Very Good","G","VVS1",60.6,60,10962,6.92,6.95,4.2
1.22,"Ideal","H","VVS2",62.7,54,8014,6.77,6.83,4.27
0.51,"Premium","E","SI1",58.8,58,1443,5.28,5.23,3.09
0.3,"Good","G","VVS2",63.8,56,878,4.29,4.27,2.73
0.72,"Good","H","SI2",57.9,58,2056,5.98,5.91,3.44
0.59,"Good","F","VS2",64.9,57,1643,5.2,5.25,3.39
0.81,"Premium","E","SI2",60.1,59,2368,6.09,6.03,3.65
1.4,"Premium","E","SI2",62.4,57,6147,7.17,7.12,4.46
1.26,"Premium","H","SI2",60.9,57,5434,7.03,6.96,4.26
2.26,"Very Good","D","SI2",61.6,61,18028,8.47,8.38,5.19
0.57,"Ideal","G","VVS2",61.9,56,2147,5.3,5.29,3.28
0.34,"Premium","I","VVS2",61.3,57,765,4.52,4.49,2.76
2.12,"Premium","E","SI2",58.3,59,18120,8.48,8.41,4.92
0.42,"Good","H","SI1",63.1,57,700,4.76,4.78,3.01
1.5,"Very Good","D","VS2",63.6,55,14368,7.17,7.24,4.58
0.44,"Very Good","D","SI1",62.9,58,849,4.82,4.85,3.04
0.35,"Ideal","D","VS2",61.3,56,1063,4.56,4.54,2.79
0.55,"Ideal","G","VS1",61.6,55,1881,5.32,5.29,3.27
1.1,"Ideal","G","SI1",62.2,56.6,5868,6.56,6.6,4.09
1.53,"Ideal","E","SI1",61.2,58,13324,7.39,7.44,4.54
0.73,"Premium","F","SI2",61.6,58,2309,5.79,5.73,3.55
1,"Very Good","F","VVS1",63,56,8008,6.32,6.37,4
1.33,"Very Good","G","SI2",62,59,6603,7.1,7.04,4.38
0.51,"Ideal","E","VS2",61.8,57,1781,5.15,5.14,3.18
0.71,"Ideal","D","VS1",60.4,60,3576,5.77,5.82,3.5
0.32,"Premium","H","VVS1",61.4,58,936,4.41,4.38,2.7
0.31,"Ideal","D","SI1",62.6,56,732,4.36,4.33,2.72
0.53,"Ideal","G","VVS2",60.4,56,1818,5.29,5.24,3.18
0.33,"Very Good","H","VVS1",62.5,55,692,4.43,4.47,2.78
1.01,"Very Good","F","VVS1",62.1,58,9908,6.37,6.41,3.97
0.56,"Premium","D","SI1",60.6,59,1814,5.36,5.34,3.24
1.41,"Ideal","G","VS2",60.8,55,10581,7.27,7.2,4.4
0.58,"Premium","F","VS2",62.4,55,1869,5.38,5.36,3.35
0.51,"Good","E","VS2",56.6,59,1781,5.37,5.26,3.01
0.85,"Ideal","G","VS1",61.6,54,4164,6.08,6.12,3.76
1.21,"Ideal","D","VVS2",61.3,56,13965,6.86,6.9,4.22
2.07,"Ideal","I","SI2",61.6,56,13879,8.16,8.18,5.04
0.9,"Very Good","E","SI1",63.2,57,3830,6.15,6.12,3.88
0.43,"Good","D","SI1",63.8,55,774,4.79,4.8,3.06
0.9,"Good","H","VVS1",63.8,59,4847,6.09,6.13,3.9
0.41,"Ideal","G","VVS2",62.2,54,939,4.75,4.8,2.97
1.52,"Ideal","F","SI2",61.9,57,10129,7.37,7.33,4.55
0.86,"Ideal","E","SI1",62.3,54,3456,6.13,6.07,3.8
0.3,"Ideal","H","VS1",60.8,57,503,4.31,4.34,2.63
0.59,"Very Good","I","VS2",61.2,57,1445,5.4,5.42,3.31
1.07,"Premium","G","SI2",59.8,60,4201,6.65,6.7,3.99
0.73,"Ideal","G","VS1",61.5,56,3270,5.8,5.77,3.56
0.51,"Ideal","F","VS1",62.5,55,1744,5.08,5.13,3.19
0.35,"Ideal","I","VVS2",61.5,55,598,4.56,4.58,2.81
0.82,"Very Good","E","VS2",60.4,61,3795,6.06,6.09,3.67
1.51,"Ideal","G","SI2",60.8,57,8637,7.39,7.44,4.51
0.32,"Very Good","H","VVS2",62.9,57,645,4.36,4.39,2.75
0.83,"Very Good","D","VS1",61.3,57.2,3984,6.02,6.11,3.72
1.02,"Very Good","E","VVS1",60.2,60,10641,6.39,6.54,3.89
0.35,"Premium","D","SI2",60.8,58,669,4.57,4.51,2.76
0.3,"Ideal","H","VS2",62,57,457,4.27,4.31,2.66
0.41,"Very Good","E","SI1",63.3,57,969,4.75,4.73,3
0.44,"Premium","G","VVS1",60.9,59,1294,4.96,4.9,3
0.72,"Premium","J","SI1",62,58,1879,5.77,5.74,3.57
1.53,"Very Good","I","VS1",62.8,55,10602,7.35,7.4,4.63
1.06,"Very Good","J","VS2",62.6,59,4413,6.49,6.57,4.09
1.22,"Ideal","J","VS2",62.1,58,5297,6.82,6.84,4.24
0.32,"Ideal","F","VS2",61.6,57,828,4.43,4.4,2.72
1.51,"Premium","H","VS2",63,58,10548,7.34,7.27,4.6
0.59,"Premium","F","SI2",61.9,61,1319,5.38,5.33,3.31
1.5,"Good","E","SI1",58.5,59,11554,7.45,7.49,4.37
0.31,"Very Good","D","SI1",63.5,58,732,4.3,4.27,2.72
1.11,"Premium","H","VS2",62.4,58,5550,6.69,6.57,4.14
0.54,"Ideal","E","VS2",61.6,59,1695,5.21,5.24,3.22
1,"Ideal","J","VS2",62.4,54,4539,6.4,6.46,4.01
0.34,"Ideal","H","VVS1",62,54,995,4.48,4.46,2.77
0.73,"Fair","I","VS1",55.9,66,2330,6.11,6.01,3.39
0.54,"Ideal","H","VVS1",61.1,57,1846,5.22,5.26,3.2
1.04,"Ideal","H","SI2",61.7,57,4543,6.54,6.49,4.02
0.41,"Very Good","I","VVS2",63.5,57,1061,4.76,4.72,3.01
0.23,"Very Good","G","VVS1",61.5,56,484,3.92,3.96,2.42
0.77,"Premium","E","SI2",61.7,61,2614,5.93,5.9,3.65
1.53,"Premium","H","SI2",62.5,59,8499,7.4,7.36,4.61
1.26,"Ideal","H","VS1",60.9,57,8238,6.97,6.99,4.25
0.38,"Ideal","E","VVS2",61.6,55,1176,4.66,4.63,2.86
1.2,"Premium","E","SI2",62.6,56,6397,6.84,6.77,4.26
